2026-04-04 01:42:04 | INFO     | Logging initialized - File: logs\bug_fixer_20260404_014204.log
2026-04-04 01:42:04 | INFO     | ================================================================================
2026-04-04 01:42:04 | INFO     | AUTONOMOUS BUG FIXER - Hybrid Escalation Edition
2026-04-04 01:42:04 | INFO     | ================================================================================
2026-04-04 01:42:04 | INFO     | Strategy: Direct LLM x2 -> then CrewAI escalation
2026-04-04 01:42:04 | INFO     | Repository: C:\Users\anees\PycharmProjects\pythonProject\autonomous_bug_fixer\testing
2026-04-04 01:42:04 | INFO     | LLM Provider: anthropic
2026-04-04 01:42:04 | INFO     | Cost Limit: $5.0
2026-04-04 01:42:13 | INFO     | Cost tracker initialized: $5.00 budget (anthropic)
2026-04-04 01:42:13 | INFO     | Using local repository: C:\Users\anees\PycharmProjects\pythonProject\autonomous_bug_fixer\testing
2026-04-04 01:42:13 | INFO     | Working directory: C:\Users\anees\PycharmProjects\pythonProject\autonomous_bug_fixer\testing
2026-04-04 01:42:13 | INFO     | Initial snapshot: ee30e35e92498f98cf7dc851caab2eb1b9753539
2026-04-04 01:42:13 | INFO     | 
================================================================================
2026-04-04 01:42:13 | INFO     | PHASE 1: Initial Test Analysis
2026-04-04 01:42:13 | INFO     | ================================================================================
2026-04-04 01:42:13 | INFO     | Running pytest test suite...
2026-04-04 01:42:13 | INFO     | Searching for test files in: C:\Users\anees\PycharmProjects\pythonProject\autonomous_bug_fixer\testing
2026-04-04 01:42:13 | INFO     | Found 1 test file(s):
2026-04-04 01:42:13 | INFO     |   - test_search_bugs.py
2026-04-04 01:43:41 | INFO     | Pytest collected 10 test(s)
2026-04-04 01:43:41 | INFO     | [?] test_search_bugs.py::test_health_endpoint_basic - PASSED
2026-04-04 01:43:41 | INFO     | [?] test_search_bugs.py::test_normalize_vector_correct - PASSED
2026-04-04 01:43:41 | INFO     | [?] test_search_bugs.py::test_csv_loader_finds_required_columns - FAILED
2026-04-04 01:43:41 | INFO     | [?] test_search_bugs.py::test_product_result_model_validation - PASSED
2026-04-04 01:43:41 | INFO     | [?] test_search_bugs.py::test_bug_1_normalize_matrix_wrong_axis - FAILED
2026-04-04 01:43:41 | INFO     | [?] test_search_bugs.py::test_bug_2_safe_combine_missing_sku - FAILED
2026-04-04 01:43:41 | INFO     | [?] test_search_bugs.py::test_bug_3_ready_flag_set_too_early - PASSED
2026-04-04 01:43:41 | INFO     | [?] test_search_bugs.py::test_bug_4_empty_query_not_handled - FAILED
2026-04-04 01:43:41 | INFO     | [?] test_search_bugs.py::test_bug_5_missing_last_result - FAILED
2026-04-04 01:43:41 | INFO     | [?] test_search_bugs.py::test_bug_6_sku_field_wrong_mapping - FAILED
2026-04-04 01:43:41 | INFO     | Parsed 10 tests from JSON report
2026-04-04 01:43:41 | INFO     | Total tests: 10
2026-04-04 01:43:41 | INFO     | Passing: 4
2026-04-04 01:43:41 | INFO     | Failing: 6
2026-04-04 01:43:41 | INFO     | 
Found 6 failing tests:
2026-04-04 01:43:41 | INFO     |   1. test_search_bugs.py::test_csv_loader_finds_required_columns
2026-04-04 01:43:41 | INFO     |   2. test_search_bugs.py::test_bug_1_normalize_matrix_wrong_axis
2026-04-04 01:43:41 | INFO     |   3. test_search_bugs.py::test_bug_2_safe_combine_missing_sku
2026-04-04 01:43:41 | INFO     |   4. test_search_bugs.py::test_bug_4_empty_query_not_handled
